"lootId","score","rarest"
"14791","58.05744944656759","1"
"11231","56.821168483606044","2"
"15746","56.59640519607925","3"
"12879","56.009043033454596","4"
"10531","55.48579488969005","5"
"9030","55.301149106618695","6"
"10949","55.28244881270623","7"
"9627","54.78054023138538","8"
"12495","54.48690156279182","9"
"10439","53.684101033359276","10"
"8090","53.26488919818436","11"
"15054","52.88481388573121","12"
"14873","52.807580422274874","13"
"13821","52.602233860961455","14"
"11775","52.505928012559615","15"
"11787","52.503708105879575","16"
"13019","52.38283588802502","17"
"15795","52.30209498891572","18"
"8743","52.11004056987509","19"
"9478","51.96158374795403","20"
"9366","51.94264577071003","21"
"13937","51.859785783670965","22"
"15268","51.546059950389946","23"
"13052","51.2496883172805","24"
"12540","51.20850604789799","25"
"12283","51.19020404011484","26"
"15118","51.080291748003496","27"
"13586","51.05166100051866","28"
"13733","51.012705916759494","29"
"12082","50.87298650713954","30"
"9940","50.823845678335296","31"
"9414","50.74424779282217","32"
"12254","50.57021464184737","33"
"15067","50.43081434643178","34"
"10748","50.38158468324381","35"
"15018","50.37544542536718","36"
"12606","50.30926918648601","37"
"10518","50.22340789587962","38"
"13823","50.20405547053794","39"
"11048","50.051470257804006","40"
"11841","50.030418525134635","41"
"10813","49.957832952150106","42"
"9529","49.94216160556266","43"
"11712","49.76202611044622","44"
"10357","49.69040024898531","45"
"11448","49.650636569016555","46"
"14978","49.61696984534645","47"
"14309","49.55673797232559","48"
"12572","49.492732943133525","49"
"8186","49.470068366438724","50"
"12373","49.45197027224782","51"
"14078","49.41048863168722","52"
"15479","49.38585384659429","53"
"14452","49.36563678468842","54"
"15494","49.35657216451422","55"
"13970","49.35401393968296","56"
"10833","49.34732467612101","57"
"12734","49.28984086101755","58"
"15439","49.21403627670564","59"
"11644","49.189509613470534","60"
"9782","49.174517851202026","61"
"12052","49.17182386291519","62"
"9598","49.16390292193227","63"
"8524","49.14036737250766","64"
"8742","49.0420193460154","65"
"14433","49.032436408700285","66"
"13134","49.03170789748523","67"
"10729","48.996531588063526","68"
"15744","48.96026498615822","69"
"14120","48.94141546534258","70"
"10241","48.9276254408466","71"
"14848","48.90652947577686","72"
"14192","48.83660911338564","73"
"8265","48.833586109599295","74"
"14772","48.778092687399216","75"
"9507","48.6970156080628","76"
"10645","48.643483275664096","77"
"8903","48.636128380468406","78"
"8015","48.63575439791754","79"
"15469","48.59817575134295","80"
"10894","48.42575757548762","81"
"11008","48.3752868451284","82"
"10048","48.35900854272043","83"
"14302","48.316830230625655","84"
"10063","48.29251308486336","85"
"14031","48.21882375510899","86"
"13971","48.04268834481208","87"
"8327","47.98920429204223","88"
"9566","47.92903019881017","89"
"12072","47.88977685161374","90"
"15534","47.88937769736696","91"
"13683","47.87819211303409","92"
"10371","47.8716731184917","93"
"11169","47.83738775817852","94"
"8819","47.816953447139774","95"
"13946","47.78535546490032","96"
"13461","47.78349200375743","97"
"9324","47.7568789202746","98"
"8674","47.742541966255104","99"
"13107","47.73570925083174","100"
"13187","47.674997827186694","101"
"14698","47.65979441002066","102"
"10136","47.656915611014064","103"
"12556","47.650329539334095","104"
"11172","47.57009248059147","105"
"15491","47.50323132258484","106"
"12259","47.50286507012816","107"
"12547","47.501682398577195","108"
"13275","47.48567877735875","109"
"11412","47.46511883472124","110"
"14308","47.46227403909709","111"
"14925","47.45163965202362","112"
"8994","47.427025971369254","113"
"12407","47.414702953360376","114"
"15495","47.40909102699517","115"
"9484","47.369382144392105","116"
"11667","47.3523617911378","117"
"9636","47.34878303061258","118"
"8169","47.290402529742884","119"
"11638","47.27390132716838","120"
"13142","47.20707198273397","121"
"10576","47.19696075911078","122"
"15238","47.159746100805044","123"
"8564","47.14933421311096","124"
"11185","47.14727689181427","125"
"12488","47.142775445938675","126"
"10660","47.11698267806663","127"
"9868","47.043548043220795","128"
"15063","47.00967797081092","129"
"10711","47.009438014555236","130"
"14533","46.99639951578132","131"
"11488","46.98082782451541","132"
"11126","46.977727907080464","133"
"9687","46.950822043469906","134"
"10253","46.923598297757124","135"
"8167","46.895533340405876","136"
"13871","46.86640897739265","137"
"9043","46.86581866185003","138"
"11216","46.85333485713148","139"
"9416","46.8340708053162","140"
"12791","46.79447494308831","141"
"8331","46.78381564818634","142"
"13036","46.756642303611876","143"
"11886","46.74742548250604","144"
"13262","46.744294848330554","145"
"14939","46.74387335123808","146"
"12510","46.730685191735425","147"
"12801","46.70439632674286","148"
"8752","46.69310350038563","149"
"9050","46.654373972914115","150"
"13766","46.65189108937519","151"
"14695","46.64786507984692","152"
"14539","46.62434535608044","153"
"8440","46.618971413160374","154"
"15946","46.59666569952004","155"
"12137","46.595463816130376","156"
"14205","46.55704009217138","157"
"11986","46.554047529957685","158"
"11744","46.532231630906864","159"
"11734","46.522285100428206","160"
"15318","46.513705198879975","161"
"13769","46.481704618990285","162"
"9110","46.47961201366917","163"
"10201","46.47655867264545","164"
"15521","46.45507255036024","165"
"11890","46.437740372168676","166"
"14193","46.41607922722731","167"
"15927","46.381034181588525","168"
"12955","46.37575453696028","169"
"12003","46.373103079766466","170"
"10479","46.36919664360695","171"
"11287","46.36914243278103","172"
"11535","46.36654869024075","173"
"11943","46.34283850088785","174"
"15019","46.32939799547106","175"
"12127","46.32260807499535","176"
"10521","46.3099278011795","177"
"9965","46.30597298621373","178"
"13365","46.278790936203045","179"
"13419","46.268341208874396","180"
"12071","46.21874493920303","181"
"9362","46.18085419795946","182"
"9460","46.17999275291903","183"
"12216","46.17191827372386","184"
"15241","46.1625313133216","185"
