1,8932.822 
2,9614.200 
3,9647.908 
4,11728.333 
5,10845.712 
6,10487.307 
7,11187.913 
8,8098.077 
9,8272.174 
10,11046.911 
11,11600.122 
12,11139.731 
13,10101.673 
14,10178.163 
15,11647.478 
16,10264.693 
17,10440.879 
18,12670.576 
19,9668.435 
20,8754.626 
21,11778.187 
22,7920.794 
23,10311.225 
24,10236.950 
25,11741.302 
26,9917.768 
27,11577.651 
28,7781.617 
29,7524.020 
30,10959.687 
31,8701.212 
32,7543.321 
33,9695.683 
34,10837.290 
35,10507.136 
36,10370.480 
37,9794.471 
38,12715.885 
39,10699.696 
40,7630.843 
41,8702.518 
42,11667.003 
43,9601.469 
44,12686.972 
45,11833.156 
46,8128.487 
47,9092.178 
48,11456.255 
49,9753.782 
50,9040.226 
51,10162.951 
52,4968.686 
53,10579.157 
54,9409.600 
55,9604.048 
56,9003.959 
57,10302.579 
58,11732.801 
59,7176.703 
60,8798.688 
61,12710.654 
62,9652.273 
63,11608.360 
64,10089.378 
65,12666.466 
66,9365.593 
67,9430.584 
68,8325.805 
69,10444.478 
70,10029.464 
71,9341.645 
72,11760.747 
73,10058.524 
74,10304.569 
75,8598.484 
76,11114.196 
77,12667.005 
78,9610.866 
79,9418.434 
80,8735.756 
81,12686.956 
82,11595.216 
83,9927.784 
84,11152.182 
85,9286.257 
86,11947.997 
87,12621.195 
88,9946.663 
89,8627.514 
90,12679.552 
91,8101.771 
92,9716.408 
93,10328.656 
94,10682.082 
95,11915.894 
96,10785.434 
97,7362.691 
98,10359.332 
99,7815.178 
100,8288.907 
101,8893.070 
102,12697.292 
103,9529.277 
104,12695.082 
105,9206.332 
106,9261.511 
107,10055.050 
108,11876.985 
109,10349.389 
110,8219.614 
111,9721.579 
112,8840.358 
113,11197.480 
114,11718.581 
115,9024.128 
116,10787.825 
117,10085.054 
118,11786.394 
119,10893.588 
120,10595.134 
121,9131.059 
122,10169.466 
123,10843.402 
124,9115.294 
125,8925.334 
126,7322.776 
127,12713.594 
128,10079.617 
129,5718.800 
130,10903.051 
131,10637.682 
132,8784.580 
133,10543.329 
134,8102.950 
135,8370.481 
136,10771.086 
137,12667.341 
138,7418.335 
139,9786.303 
140,11597.339 
141,7617.625 
142,11879.299 
143,11171.513 
144,6662.603 
145,9340.400 
146,10077.150 
147,5790.401 
148,11143.282 
149,8159.150 
150,9975.213 
151,12723.636 
152,7005.689 
153,10833.552 
154,8190.354 
155,9734.931 
156,9717.059 
157,7964.972 
158,10842.903 
159,11164.935 
160,11684.561 
161,12685.701 
162,7377.489 
163,9215.190 
164,8761.651 
165,11660.814 
166,8261.022 
167,6184.032 
168,9800.485 
169,12709.648 
